target,exog1,exog2
0.14901424590336979,1.2361281824904289,0.7851850823103762
0.2687262827741415,0.7405627145941781,-1.7776809623702012
0.7969993349079012,0.5090445417999966,0.7147456498889451
1.3178543146170003,0.01023958037621713,-0.23372405785172545
1.0005234138661487,-0.6003568385623061,0.707457710864381
1.1510143034413454,-1.140518513361259,0.7769316923548287
1.7792799881776393,-0.9354050992764664,1.6079150611191575
1.5513815570974,-0.8782261981555155,1.3534536476212031
1.129562439415793,-0.3999519061126865,1.3465716626102961
1.322776186142137,-0.10672006128783357,1.4436703191662383
0.8616902222794509,0.7441642597626097,0.29137898481594593
0.66684706434375,0.6906706475420694,0.0321850870368397
0.6665106951445426,1.3424080568035786,0.8728170831783344
-0.1936346972510074,0.5164981018187862,0.7320809514330224
-0.3340600750755248,0.5869540129113787,-0.30906623673826017
-0.14919983007665452,0.0950861365053259,0.40482340880826806
-0.4012402414480064,-0.6591114135881757,-0.03509646678459442
-0.06217847499815744,-0.7811466162122362,-0.853932908460056
-0.42336220144943815,-0.7440962660479682,1.2904607413763498
-0.5023290375627505,-1.3093891716552521,0.05519924253008922
0.4978108389583831,-0.3994510385018369,2.0487082576988507
0.18470844330968372,-0.498654164066016,-1.6254922701998327
0.5137100401526877,0.3068670392953575,-0.5567787728433663
0.33955497871431745,1.1918586767646269,0.03263883669087142
0.8932228614902326,0.8836435933215891,1.137381097628914
1.3777163248839959,0.6312494109026437,0.39946937260218507
1.267702745789105,0.46041245420306354,0.31047275418075143
1.9584512935344505,0.41358126763271097,-1.127263792554147
1.848316322721046,-0.8663364494412042,-1.1569413972294713
2.0629226808456416,-1.0762873861123075,0.3225046602899047
2.0241551905196955,-0.7005136633640747,-1.3641059938183584
2.7445459569678423,-0.49448493507689273,-0.5318777502893286
2.10126019447068,-0.5206862448580584,0.5009173290858575
1.6434759568805604,-0.2478105405053274,-0.9823242722767759
2.012872068625521,0.9191687003618323,1.6053559623618066
1.1691077977756668,1.184913882134278,1.22393634423789
1.3476238287933575,1.1357893975524467,-1.5714199983383004
0.44464285742158305,0.7035449339969553,-0.9323712431819872
0.3972693609881161,0.4901941318323943,-2.28577724449495
0.6499949499822112,-0.03207201620896358,-0.7825913625481332
0.6538271234663559,-0.43382973907688477,0.7663884765723994
0.3820156386524608,-0.5758251161581696,-0.4138949422748569
0.2580055563971362,-0.8241165917725194,0.46079724361596747
0.2305673713772558,-1.081500619181391,-1.5223343182817441
-0.03067048459416255,-0.2247007099960942,0.7979752545819053
0.3459125268136386,0.06262642800263192,-0.5551092279283498
0.6188298829952319,0.6374131591717804,0.012169682282905197
1.3013931429296826,1.159333575640159,-0.09287450139305273
1.330240351744525,0.7776839500972897,-1.2715485208922839
0.939189899930867,0.8588602880431468,-1.1530843317397823
1.7867112176134725,0.3937090897281558,0.967794469003426
1.7593757418720275,-0.31357188507308836,0.3989921575016956
1.8071869284689446,-0.43065800447901614,1.0500490415534267
2.2682834684152495,-0.3637140934675537,0.3246582355025183
2.400981551598073,-1.3680155489011505,0.14299063480921648
2.308069777407615,-0.8724815259943318,-1.7260106186667665
1.646393292056044,-0.3718914129850473,-0.27036669676116976
1.6141908736919877,0.024615640331233292,-0.027384320403744018
1.565331971366306,0.4773743894968519,1.953107198272574
1.4819827396869751,0.6061821310952735,0.6869566320986773
0.7497912584064077,1.0465573485880326,1.5360611817095284
0.5406228060514395,0.7146726083812543,0.5975377058947282
-0.016553491193894543,0.0620156590042914,-0.7113032269494793
-0.2917418332574182,0.23891844410274565,0.11712421614985134
0.10957486877369191,-0.30832283603158833,0.23622364626423303
0.1292051867624358,-0.8556932084142223,-0.9391555697706817
-0.378059477180175,-0.9541850623588595,-0.38438737659292116
-0.06710071992468364,-0.6511618012413273,-0.205766993677172
-0.20653975458817564,-0.45513206864438266,1.605619832565118
-0.3973378765264013,0.1808035109522597,-2.0807405253909783
0.06318789173624668,0.44050355982522976,1.2058184207160432
0.6080553473378895,1.1284221514992294,-0.9367952349593828
0.3447164281192842,1.0641571451865368,-1.372079187269614
1.0330617905731971,0.9048357925056163,1.179942130038464
-0.0322247951822332,0.24598778225759593,0.731898069234381
1.1557691051821883,0.057391170860341505,1.25451870238119
1.0422486198373033,-0.6663909834988868,0.8007019475455768
0.974056609664046,-0.993681949090137,2.059845001737402
1.0728737946650304,-1.1630751256632244,0.5587238369444854
0.3623847823558183,-1.0792723901642847,-0.15647737612315848
0.7401922303748172,-0.07504571939660698,0.34292637732134257
0.7016858601355647,0.2662678123976772,1.2434691283459636
0.7783121827136825,0.8840735004288456,-0.779375325260117
-0.11401403348194764,0.6214463998733271,-0.6518885825313808
-0.5119072221606831,1.0142507499821785,-0.3089600145979074
-0.7303403086938578,0.6073238787436188,-2.1045827987653323
-0.5975534974859351,0.36086102456058977,0.13807840841754684
-1.0312981079200911,-0.18362539668330788,-1.8861287039510262
-1.497793368931771,-0.25208319871168405,0.053059312932619035
-1.3341083579942068,-0.94527133940479,0.8652897561352498
-1.5415817062384256,-0.7863241332611968,-0.47687646064383565
